PROYECTO;TAREA;DESCRIPCION;SECCION;FECHA;PERIODICIDAD;ORDEN;RESPONSABLE;CODPROY;CODTAREA;ETIQUETA;CODIGO;TIPO;ORDEN;CODCLI2;1;
Ruta Martin Miercoles;21207, NELLY (veterana Montes);??/// http://maps.google.com/?q=-34.48680659017791,-55.55757902562618;;2025-02-05T03:00:00.000Z;cada miercoles;11;26987950;2235376859;8314952939;MN_6_Compro_a_otro_prov.;21207;Ruta;1;21207;;
Ruta Martin Miercoles;80293,BAR EL REBOTE;??/// http://maps.google.com/?q=-34.494904, -55.562579;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;12;26987950;2235376859;8315042641;MN_C_Venta;80293;Ruta;1;80293;;
Ruta Martin Miercoles;80125,PROV.LUMAR (Montes);??/// http://maps.google.com/?q=-34.49379942378491,-55.55707409977912;;2025-02-05T03:00:00.000Z;cada Miércoles;13;26987950;2235376859;8315009746;MN_5_No_Roto_Merc.;80125;Ruta;1;80125;;
Ruta Martin Miercoles;21393, CONDE ( vieja 90 años);??/// http://maps.google.com/?q=-34.49006970915364,-55.56621339172125;;2025-02-05T03:00:00.000Z;cada miercoles;14;26987950;2235376859;8314956888;MN_C_Venta;21393;Ruta;1;21393;;
Ruta Martin Miercoles;21391, NUEVA ESTRELLA ( Shopping Montes);??/// http://maps.google.com/?q=-34.489633639161,-55.567910559475;;2025-02-05T03:00:00.000Z;cada miercoles;15;26987950;2235376859;8314955123;MN_C_Venta;21391;Ruta;1;21391;;
Ruta Martin Miercoles;21430, ALMACEN ADRIANA Y OSCAR;??/// http://maps.google.com/?q=-34.49313484655759,-55.56865151971578;;2025-02-05T03:00:00.000Z;cada miercoles;16;26987950;2235376859;8314986832;MN_C_Venta;21430;Ruta;1;21430;;
Ruta Martin Miercoles;80242,LA DESPENSA ( a la vuelta de Adriana y Oscar);"????/// Marcador 69
2024/10/23 @ 11:41:28
http://maps.google.com/?q=-34.493580846162885,-55.56884229183197";;2025-02-05T03:00:00.000Z;CADA MIERCOLES;17;26987950;2235376859;8315030767;MN_C_Venta;80242;Ruta;1;80242;;
Ruta Martin Miercoles;21920,LO DE INES,EDISON CORRALES (Migues);;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;18;26987950;2235376859;8315041045;MN_5_No_Roto_Merc.;21920;Ruta;1;21920;;
Ruta Martin Miercoles;21915, BAR AVEHUE MARIA LUCRECIA ( Parrillero a full );;;2025-02-05T03:00:00.000Z;cada miércoles;19;26987950;2235376859;8314993760;MN_C_Venta;21915;Ruta;1;21915;;
Ruta Martin Miercoles;21925, BAR Y ALMACEN NARANJA;??/// http://maps.google.com/?q=-34.483787649279606,-55.633370876312256;;2025-02-05T03:00:00.000Z;cada Miercoles;20;26987950;2235376859;8314998741;MN_6_Compro_a_otro_prov.;21925;Ruta;1;21925;;
Ruta Martin Miercoles;80142,KIOSCO CRISTINA (  esta cerrado y creo que abre octubre/noviembre );??;;2025-02-05T03:00:00.000Z;cada miercoles;21;26987950;2235376859;8315012544;MN_3_Cerrado_Otros;80142;Ruta;1;80142;;
Ruta Martin Miercoles;80291,RINCON NATURAL ( FLAVIA VIERA ) en la esquina de Renivel;Migues;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;22;26987950;2235376859;8315038846;MN_5_No_Roto_Merc.;80291;Ruta;1;80291;;
Ruta Martin Miercoles;80294,SUPER CARNE,NELIDA ORTIZ;;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;23;26987950;2235376859;8315045436;MN_6_Compro_a_otro_prov.;80294;Ruta;1;80294;;
Ruta Martin Miercoles;21412, RENIVEL S.A. ( Mayorista);??/// http://maps.google.com/?q=-34.48825107771597,-55.63026923686266;;2025-02-05T03:00:00.000Z;cada miercoles;24;26987950;2235376859;8314960122;MN_C_Venta;21412;Ruta;1;21412;;
Ruta Martin Miercoles;21900, ANABEL ALVAREZ (Montes);??/// http://maps.google.com/?q=-34.4885545081153,-55.5573275685310;;2025-02-05T03:00:00.000Z;CADA MIE;25;26987950;2235376859;8337383466;MN_5_No_Roto_Merc.;21900;Ruta;1;21900;;
Ruta Martin Miercoles;80128,PANADERIA BETTINA (Migues);??/// http://maps.google.com/?q=-34.4880733852665,-55.6297465413808;;2025-02-05T03:00:00.000Z;cada mie;26;26987950;2235376859;8337385299;;80128;Ruta;1;80128;;
Ruta Martin Miercoles;80179,PANADERIA FyO (1.5% dto) Rubia de trenzas;"??/// Marcador 74
2024/10/30 @ 11:17:43
http://maps.google.com/?q=-34.4884178,-55.6308318";;2025-02-05T03:00:00.000Z;CADA MIERCOLES;27;26987950;2235376859;8315025162;MN_5_No_Roto_Merc.;80179;Ruta;1;80179;;
Ruta Martin Miercoles;80017, Almacen enfrentado a fiambreria lo de maria  ( migues ). Visita periodica;[http://maps.google.com/?q=-34.4885254915948,-55.6267562136054](http://maps.google.com/?q=-34.4885254915948,-55.6267562136054);;2025-02-05T03:00:00.000Z;cada miercoles;28;26987950;2235376859;8337304512;MN_6_Compro_a_otro_prov.;80017;Ruta;1;80017;;
Ruta Martin Miercoles;80107,LA ESQUINA MIGUES ( 3 brujitas);??/// http://maps.google.com/?q=-34.48876425580614,-55.62850769609212;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;29;26987950;2235376859;8315006997;MN_C_Venta;80107;Ruta;1;80107;;
Ruta Martin Miercoles;80074, Autoservice La Esperanza.;??/// http://maps.google.com/?q=-34.49484007752583,-55.56232921779155;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;30;26987950;2235376859;8500287630;MN_5_No_Roto_Merc.;80074;Ruta;1;80074;;
Ruta Martin Miercoles;23060, ALMACEN MINUCHA (Ruta 9);??/// http://maps.google.com/?q=-34.667122204422476,-55.5947145447135;;2025-02-05T03:00:00.000Z;cada 7 dias;31;26987950;2235376859;8315004064;MN_5_No_Roto_Merc.;23060;Ruta;1;23060;;
Ruta Martin Miercoles;62262, FREDY UBALDO ALONZO BRITO;"????/// Marcador 157
lat/lng: (-34.77309,-55.76284)
[http://maps.google.com/?q=-34.773093593392865,-55.76283540576697](http://maps.google.com/?q=-34.773093593392865,-55.76283540576697)";;2025-02-05T12:00:00.000Z;cada mie 9:00;32;26987950;2235376859;3888059350;MN_C_Venta;62262;Ruta;1;62262;;
Ruta Martin Miercoles;11576, BREMPI;"????/// Marcador 192
lat/lng: (-34.76568,-55.755)
[http://maps.google.com/?q=-34.765684132795286,-55.75500302016735](http://maps.google.com/?q=-34.765684132795286,-55.75500302016735)";;2025-02-05T12:00:00.000Z;cada mie 9:00;33;26987950;2235376859;4285701579;Amigos_de_Monte_Paz, MN_5_No_Roto_Merc.;11576;Ruta;1;11576;;
Ruta Martin Miercoles;11941, LO DE RAMÓN;"??/// Marcador 171
lat/lng: (-34.76115,-55.71091)
[http://maps.google.com/?q=-34.761150216302326,-55.71091454476118](http://maps.google.com/?q=-34.761150216302326,-55.71091454476118)";;2025-02-05T12:00:00.000Z;cada mie 9:00;34;26987950;2235376859;3888059392;MN_C_Venta;11941;Ruta;1;11941;;
Ruta Martin Miercoles;11678, MARIELA LOZANO;"????/// Marcador 146
lat/lng: (-34.77132,-55.7342)
[http://maps.google.com/?q=-34.77132136536651,-55.734197460114956](http://maps.google.com/?q=-34.77132136536651,-55.734197460114956)";;2025-02-05T12:00:00.000Z;cada mie 9:00;35;26987950;2235376859;3888059370;MN_C_Venta;11678;Ruta;1;11678;;
Ruta Martin Miercoles;81105,MINIMARKET CONTIGO;??????/// http://maps.google.com/?q=-34.75890754190666,-55.76640240848064;;2025-02-05T12:00:00.000Z;cada mie 9:00;36;26987950;2235376859;6979270141;MN_5_No_Roto_Merc.;81105;Ruta;1;81105;;
Ruta Martin Miercoles;12289, ALOBA SRL (pasa pedido);"?? Marcador 39
lat/lng: (-34.77504,-55.84168)
[http://maps.google.com/?q=-34.775039833219495,-55.841676592826836](http://maps.google.com/?q=-34.775039833219495,-55.841676592826836)";;2025-02-05T12:00:00.000Z;cada mie 9:00;37;26987950;2235376859;8336994427;;12289;Ruta;1;12289;;
Ruta Martin Miercoles;81236,GITANA 2;"??/// Marcador 31
2024/10/18 @ 17:22:27
http://maps.google.com/?q=-34.7578985664607,-55.704776644706726";;2025-02-05T12:00:00.000Z;cada mie 9:00;38;26987950;2235376859;8390190335;MN_1_Cerr._x_Hs._Visita;81236;Ruta;1;81236;;
Ruta Martin Miercoles;80318,MINIMARKET LA 10;;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;39;26987950;2235376859;8649639094;MN_C_Venta;80318;Ruta;1;80318;;
Ruta Martin Miercoles;80319,ALMACEN QUIBOW;;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;40;26987950;2235376859;8649651840;MN_6_Compro_a_otro_prov.;80319;Ruta;1;80319;;
Ruta Martin Miercoles;80324,KIOSCO FANTASIA;http://maps.google.com/?q=-34.774712,-55.762381;;2025-02-05T03:00:00.000Z;CADA MIERCOLES;41;26987950;2235376859;8797437062;MN_5_No_Roto_Merc.;80324;Ruta;1;80324;;
Ruta Martin Jueves;62867, GORDIOLA Ma SUSANA;"????/// Marcador 153
lat/lng: (-34.77486,-55.76235)
[http://maps.google.com/?q=-34.7748616524246,-55.76235327869654](http://maps.google.com/?q=-34.7748616524246,-55.76235327869654)";;2025-02-06T12:00:00.000Z;cada jue 9:00;1;26987950;2235568198;3884676639;MN_C_Venta;62867;Ruta;1;62867;;
Ruta Martin Jueves;62775, PALMIRA GADEA;"????/// Marcador 154
lat/lng: (-34.77401,-55.76178)
[http://maps.google.com/?q=-34.77400681989089,-55.761782974004745](http://maps.google.com/?q=-34.77400681989089,-55.761782974004745)";;2025-02-06T03:00:00.000Z;CADA JUEVES;2;26987950;2235568198;7698197567;MN_C_Venta;62775;Ruta;1;62775;;
Ruta Martin Jueves;12925, POLLERIA VICTORIA;"??????/// Marcador 22
lat/lng: (-34.77856,-55.86457)
[http://maps.google.com/?q=-34.77855958238173,-55.864573270082474](http://maps.google.com/?q=-34.77855958238173,-55.864573270082474)";;2025-02-06T12:00:00.000Z;cada jue 9:00;3;26987950;2235568198;4285701778;MN_C_Venta;12925;Ruta;1;12925;;
Ruta Martin Jueves;63010, IGUANA RESTO PUB (Tenriol SAS);??///;;2025-02-06T03:00:00.000Z;cada jue;4;26987950;2235568198;8342407348;;63010;Ruta;1;63010;;
Ruta Martin Jueves;80314,MARALI;????/// http://maps.google.com/?q=-34.761454,-55.747426;;2025-02-06T03:00:00.000Z;CADA JUEVES;5;26987950;2235568198;8624252576;MN_5_No_Roto_Merc.;80314;Ruta;1;80314;;
Ruta Martin Jueves;12909, LAURA RODRIGUEZ CRISMAR (81228 Auto Salinas);"????/// Marcador 63
lat/lng: (-34.77761,-55.83132)
[http://maps.google.com/?q=-34.77760592446704,-55.83131790161133](http://maps.google.com/?q=-34.77760592446704,-55.83131790161133)";;2025-02-06T03:00:00.000Z;CADA JUEVES;6;26987950;2235568198;7717540570;MN_C_Venta;12909;Ruta;1;12909;;
Ruta Martin Jueves;22123,KIOSCO NAUFRAGO;??/// http://maps.google.com/?q=-34.791010374455254,-55.85152365267277;;2025-02-06T03:00:00.000Z;CADA JUEVES;7;26987950;2235568198;6825642871;MN_C_Venta;22123;Ruta;1;22123;;
Ruta Martin Jueves;80320,24 HORAS SALINAS;http://maps.google.com/?q=-34.775295,-55.844596;;2025-02-06T03:00:00.000Z;CADA JUEVES;8;26987950;2235568198;8655987196;MN_5_No_Roto_Merc.;80320;Ruta;1;80320;;
Ruta Martin Jueves;82180,FABIANA LAFFERA;"??/// S[Jun 26 2021 3:31 PM](https://todoist.com/app/project/2258652622/task/4943761261?intent=reply)1

[http://maps.google.com/?q=-34.76872533374379,-55.86207546293735](http://maps.google.com/?q=-34.76872533374379,-55.86207546293735)";;2025-02-06T03:00:00.000Z;CADA JUEVES;9;26987950;2235568198;8688827704;MN_5_No_Roto_Merc.;82180;Ruta;1;82180;;
Ruta Martin Jueves;13165,DE TODOUN POCO MARINDIA;??????/// http://maps.google.com/?q=-34.765340675510465,-55.74301589280367;;2025-02-06T03:00:00.000Z;CADA JUEVES;10;26987950;2235568198;8688842019;MN_3_Cerrado_Otros;13165;Ruta;1;13165;;
Ruta Martin Jueves;81104, EL COMIENZO;http://maps.google.com/?q=-34.764847,-55.825276;;2025-02-06T03:00:00.000Z;CADA JUEVES;11;26987950;2235568198;8688842981;MN_C_Venta;81104;Ruta;1;81104;;
Ruta Martin Jueves;12951, ALMACEN JUAN;"????/// Marcador 53
lat/lng: (-34.76639,-55.8261)
[http://maps.google.com/?q=-34.766392526145836,-55.82609698176384](http://maps.google.com/?q=-34.766392526145836,-55.82609698176384)";;2025-02-06T03:00:00.000Z;CADA JUEVES;12;26987950;2235568198;8688843972;MN_C_Venta;12951;Ruta;1;12951;;
Ruta Martin Jueves;81238,EL RETORNO;??????/// [Neptunia norte](https://www.google.es/maps/place/Neptunia+norte/@-34.7745588,-55.86894,17z/data=!4m10!1m2!2m1!1sMarcador+89+neptunia+norte!3m6!1s0x959f8b00420ff941:0x358fb2b5c77afdf1!8m2!3d-34.7745632!4d-55.8663651!15sChpNYXJjYWRvciA4OSBuZXB0dW5pYSBub3J0ZZIBCHBoYXJtYWN54AEA!16s%2Fg%2F11y50z_rm5?entry=ttu);;2025-02-06T12:00:00.000Z;cada jue 9:00;13;26987950;2235568198;8705771827;MN_4_No_estaba_Enc._Compra;81238;Ruta;1;81238;;
Ruta Martin Jueves;12512, PIZZORNO;"??/// Marcador 14
lat/lng: (-34.78188,-55.86203)
[http://maps.google.com/?q=-34.781881464373484,-55.862028859555714](http://maps.google.com/?q=-34.781881464373484,-55.862028859555714)";;2025-02-06T12:00:00.000Z;cada jue 9:00;14;26987950;2235568198;8770152396;MN_7_No_hay_fondos;12512;Ruta;1;12512;;
Ruta Martin Jueves;62935, KIOSCO DISCO;"??/// Marcador 3
lat/lng: (-34.77162,-55.76135)
[http://maps.google.com/?q=-34.77161550001806,-55.76135147362947](http://maps.google.com/?q=-34.77161550001806,-55.76135147362947)";;2025-02-06T14:59:00.000Z;cada jue 11:59;15;26987950;2235568198;8778173053;MN_5_No_Roto_Merc.;62935;Ruta;1;62935;;
Ruta Martin Jueves;13350,ERIKSU;;;2025-02-06T03:00:00.000Z;CADA JUEVES;16;26987950;2235568198;8778778865;MN_C_Venta;13350;Ruta;1;13350;;
Ruta Martin Jueves;41846, WALTER TRUJILLO;????/// [Club La Chinchilla](https://www.google.com/maps/place/Club+La+Chinchilla/@-34.7243259,-55.8375685,12z/data=!4m10!1m2!2m1!1sRUTA+11+KM.+160.000%09!3m6!1s0x95a01e4158e0e18d:0x1898f2265d7564dd!8m2!3d-34.7138907!4d-55.7846177!15sChNSVVRBIDExIEtNLiAxNjAuMDAwkgELc29jaWFsX2NsdWLgAQA!16s%2Fg%2F11dxfmhls0?entry=ttu);;2025-02-06T03:00:00.000Z;CADA JUEVES;17;26987950;2235568198;8810050737;MN_C_Venta;41846;Ruta;1;41846;;
Ruta Martin Jueves;42792, GONZALEZ PIÑEIRO JAVIER ANDRES;"????/// Marcador 87
lat/lng: (-34.69285,-55.80103)
[http://maps.google.com/?q=-34.69285081348696,-55.8010347560048](http://maps.google.com/?q=-34.69285081348696,-55.8010347560048)";;2025-02-06T03:00:00.000Z;CADA JUEVES;18;26987950;2235568198;8810050788;MN_C_Venta;42792;Ruta;1;42792;;
Ruta Martin Jueves;41365, PASSALACQUA;"??/// Marcador 89
lat/lng: (-34.72131,-55.83251)
[http://maps.google.com/?q=-34.721307098264724,-55.832508467137814](http://maps.google.com/?q=-34.721307098264724,-55.832508467137814)";;2025-02-06T03:00:00.000Z;CADA JUEVES;19;26987950;2235568198;8810050854;MN_C_Venta;41365;Ruta;1;41365;;
Ruta Martin Viernes;42627, PANADERIA LAS BARRERAS S.A.;"??/// Marcador 84
lat/lng: (-34.7003,-55.88068)
[http://maps.google.com/?q=-34.70030319160754,-55.88068462908268](http://maps.google.com/?q=-34.70030319160754,-55.88068462908268)";;2025-01-31T12:00:00.000Z;cada vie 9:00;1;26987950;2235568189;3884676524;;42627;Ruta;1;42627;;
Ruta Martin Viernes;42782, GAVILA S.R.L.;"??/// Marcador 85
lat/lng: (-34.70224,-55.88622)
[http://maps.google.com/?q=-34.70224287752809,-55.886222384870045](http://maps.google.com/?q=-34.70224287752809,-55.886222384870045)";;2025-02-07T12:00:00.000Z;cada vie 9:00;2;26987950;2235568189;3884676522;MN_C_Venta;42782;Ruta;1;42782;;
Ruta Martin Viernes;42534, ESTELA ALONZO;"??/// Marcador 85
lat/lng: (-34.70224,-55.88622)
[http://maps.google.com/?q=-34.70224260189029,-55.88622204959393](http://maps.google.com/?q=-34.70224260189029,-55.88622204959393)";;2025-02-07T12:00:00.000Z;cada vie 9:00;3;26987950;2235568189;3884676523;MN_C_Venta;42534;Ruta;1;42534;;
Ruta Martin Viernes;42910, EL GALPON DEL VIEJO FERNANDEZ;"????/// Marcador 83
lat/lng: (-34.71729,-55.87912)
[http://maps.google.com/?q=-34.717293812749276,-55.879123248159885](http://maps.google.com/?q=-34.717293812749276,-55.879123248159885)";;2025-02-07T12:00:00.000Z;cada vie 9:00;4;26987950;2235568189;3884676534;MN_C_Venta;42910;Ruta;1;42910;;
Ruta Martin Viernes;42199, MARRERO EMPALME;"??/// Marcador 82
lat/lng: (-34.71909,-55.88005)
[http://maps.google.com/?q=-34.7190931049236,-55.880050957202904](http://maps.google.com/?q=-34.7190931049236,-55.880050957202904)";;2025-02-07T12:00:00.000Z;cada vie 9:00;5;26987950;2235568189;3884676525;MN_C_Venta;42199;Ruta;1;42199;;
Ruta Martin Viernes;62945, LO DE CHITO;"????/// Marcador 152
lat/lng: (-34.77391,-55.76313)
[http://maps.google.com/?q=-34.773910154958784,-55.76312508434057](http://maps.google.com/?q=-34.773910154958784,-55.76312508434057)";;2025-02-07T12:00:00.000Z;cada vie 9:00;6;26987950;2235568189;4796994725;MN_C_Venta;62945;Ruta;1;62945;;
Ruta Martin Viernes;42905, MARIA VIANA KIOSCO AYG;"????/// Marcador 79
lat/lng: (-34.72375,-55.87746)
[http://maps.google.com/?q=-34.72375223262084,-55.87746497243643](http://maps.google.com/?q=-34.72375223262084,-55.87746497243643)";;2025-02-07T12:00:00.000Z;cada vie 9:00;7;26987950;2235568189;3884676532;MN_C_Venta;42905;Ruta;1;42905;;
Ruta Martin Viernes;42940,GRACIELA MARTINEZ;????/// http://maps.google.com/?q=-34.72144516085959,-55.87816033512353;;2025-02-07T12:00:00.000Z;cada vie 9:00;8;26987950;2235568189;4871248076;MN_C_Venta;42940;Ruta;1;42940;;
Ruta Martin Viernes;42542, DAHIANA BEOVIDES (ROMINA);"??/// Marcador 76
lat/lng: (-34.73595,-55.87364)
[http://maps.google.com/?q=-34.735952848910024,-55.873644165694714](http://maps.google.com/?q=-34.735952848910024,-55.873644165694714)";;2025-02-07T12:00:00.000Z;cada vie 9:00;9;26987950;2235568189;3884676537;MN_5_No_Roto_Merc.;42542;Ruta;1;42542;;
Ruta Martin Viernes;81222,LOS GURICES;"??/// Marcador 7
2024/10/17 @ 10:12:33
http://maps.google.com/?q=-34.737790583213126,-55.87383929640055";;2025-02-07T15:00:00.000Z;cada vie 12:00;10;26987950;2235568189;6963517447;MN_C_Venta;81222;Ruta;1;81222;;
Ruta Martin Viernes;81180,ALMACEN LOS NARANJOS;"??/// Marcador 30
lat/lng: -34.7768,-55.8868
[http://maps.google.com/?q=-34.776800690431344,-55.886795707046986](http://maps.google.com/?q=-34.776800690431344,-55.886795707046986)";;2025-02-07T15:00:00.000Z;cada vie 12:00;11;26987950;2235568189;5750527510;MN_NV_No_Visitado;81180;Ruta;1;81180;;
Ruta Martin Viernes;81181,ALMACEN GUZMAN;??/// http://maps.google.com/?q=-34.77648839850917,-55.884804502129555;;2025-02-07T15:00:00.000Z;cada vie 12:00;12;26987950;2235568189;5750527974;MN_NV_No_Visitado;81181;Ruta;1;81181;;
Ruta Martin Viernes;11678, MARIELA LOZANO;"????/// Marcador 146
lat/lng: (-34.77132,-55.7342)
[http://maps.google.com/?q=-34.77132136536651,-55.734197460114956](http://maps.google.com/?q=-34.77132136536651,-55.734197460114956)";;2025-01-31T15:00:00.000Z;cada vie 12:00;13;26987950;2235568189;3884676559;;11678;Ruta;1;11678;;
Ruta Martin Viernes;11941, LO DE RAMON;"??/// Marcador 171
lat/lng: (-34.76115,-55.71091)
[http://maps.google.com/?q=-34.761150216302326,-55.71091454476118](http://maps.google.com/?q=-34.761150216302326,-55.71091454476118)";;2025-01-31T15:00:00.000Z;cada vie 12:00;14;26987950;2235568189;3884676584;;11941;Ruta;1;11941;;
Ruta Martin Viernes;11576, BREMPI;"????/// Marcador 192
lat/lng: (-34.76568,-55.755)
[http://maps.google.com/?q=-34.765684132795286,-55.75500302016735](http://maps.google.com/?q=-34.765684132795286,-55.75500302016735)";;2025-01-31T15:00:00.000Z;cada vie 12:00;15;26987950;2235568189;3884676564;;11576;Ruta;1;11576;;
Ruta Martin Viernes;62262, FREDDY UBALDO;"????/// Marcador 157
lat/lng: (-34.77309,-55.76284)
[http://maps.google.com/?q=-34.773093593392865,-55.76283540576697](http://maps.google.com/?q=-34.773093593392865,-55.76283540576697)";;2025-01-31T15:00:00.000Z;cada vie 12:00;16;26987950;2235568189;4651243690;;62262;Ruta;1;62262;;
Ruta Martin Viernes;62867, GORDIOLA Ma SUSANA;"????/// Marcador 153
lat/lng: (-34.77486,-55.76235)
[http://maps.google.com/?q=-34.7748616524246,-55.76235327869654](http://maps.google.com/?q=-34.7748616524246,-55.76235327869654)";;2025-01-31T15:00:00.000Z;cada vie 12:00;17;26987950;2235568189;3884676570;;62867;Ruta;1;62867;;
Ruta Martin Viernes;62775, PALMIRA GADEA;"????/// Marcador 154
lat/lng: (-34.77401,-55.76178)
[http://maps.google.com/?q=-34.77400681989089,-55.761782974004745](http://maps.google.com/?q=-34.77400681989089,-55.761782974004745)";;2025-01-31T15:00:00.000Z;cada vie 12:00;18;26987950;2235568189;3884676567;;62775;Ruta;1;62775;;
Ruta Martin Viernes;81105,MINIMARKET CONTIGO;??????/// http://maps.google.com/?q=-34.75890754190666,-55.76640240848064;;2025-02-07T12:00:00.000Z;cada vie 9:00;19;26987950;2235568189;6988750884;MN_C_Venta;81105;Ruta;1;81105;;
Ruta Martin Viernes;81236,GITANA 2;"??/// Marcador 31
2024/10/18 @ 17:22:27
http://maps.google.com/?q=-34.7578985664607,-55.704776644706726";;2025-01-31T03:00:00.000Z;cada vie;20;26987950;2235568189;8370221026;;81236;Ruta;1;81236;;
Ruta Martin Viernes;80317,LA MONTAÑESA;??///;;2025-02-07T03:00:00.000Z;CADA VIERNES;21;26987950;2235568189;8649622374;MN_C_Venta;80317;Ruta;1;80317;;
Ruta Martin Viernes;80318,MINIMARKET LA 10;;;2025-01-31T12:00:00.000Z;CADA VIERNES;22;26987950;2235568189;8649640020;;80318;Ruta;1;80318;;
Ruta Martin Viernes;80319,ALMACEN QUIBOW;;;2025-01-31T12:00:00.000Z;CADA VIERNES;23;26987950;2235568189;8649644811;;80319;Ruta;1;80319;;
Ruta Martin Viernes;80324,KIOSCO FANTASIA;http://maps.google.com/?q=-34.774712,-55.762381;;2025-01-31T12:00:00.000Z;CADA VIERNES;24;26987950;2235568189;8797437798;;80324;Ruta;1;80324;;
Ruta Martin Sabado;12925, POLLERIA VICTORIA;"??????/// Marcador 22
lat/lng: (-34.77856,-55.86457)
[http://maps.google.com/?q=-34.77855958238173,-55.864573270082474](http://maps.google.com/?q=-34.77855958238173,-55.864573270082474)";;2025-02-01T12:00:00.000Z;cada sab 9:00;1;26987950;2235568157;6424055000;;12925;Ruta;1;12925;;
Ruta Martin Sabado;21024, BLANCA;;;2025-02-01T03:00:00.000Z;cada sabado;2;26987950;2235568157;8322732246;;21024;Ruta;1;21024;;
Ruta Martin Sabado;21391, NUEVA ESTRELLA;??/// http://maps.google.com/?q=-34.489633639161,-55.567910559475;;2025-02-01T03:00:00.000Z;cada sabado;3;26987950;2235568157;8322733981;;21391;Ruta;1;21391;;
Ruta Martin Sabado;21417, FACELLO (Ag. Quiniela );??/// http://maps.google.com/?q=-34.49494535802259,-55.56249886751175;;2025-02-01T03:00:00.000Z;cada sabado;4;26987950;2235568157;8322735332;;21417;Ruta;1;21417;;
Ruta Martin Sabado;21418, GIDEC IVON ( Panadería);??/// http://maps.google.com/?q=-34.49445764016714,-55.56138642132282;;2025-02-01T03:00:00.000Z;cada sabado;5;26987950;2235568157;8322739943;;21418;Ruta;1;21418;;
Ruta Martin Sabado;21420, RAMIRO CASTELLANO;??/// http://maps.google.com/?q=-34.496239385396116,-55.560079514980316;;2025-02-01T03:00:00.000Z;cada sabado;6;26987950;2235568157;8322761638;;21420;Ruta;1;21420;;
Ruta Martin Sabado;21430, ALM.ADRIANA Y OSCAR;??/// http://maps.google.com/?q=-34.49313484655759,-55.56865151971578;;2025-02-01T03:00:00.000Z;cada sabado;7;26987950;2235568157;8322763870;;21430;Ruta;1;21430;;
Ruta Martin Sabado;21615, ALONZO ( Ruta 8 Campo );??/// http://maps.google.com/?q=-34.64833400670128,-55.56229837238788;;2025-02-01T03:00:00.000Z;cada sabado;8;26987950;2235568157;8322766266;;21615;Ruta;1;21615;;
Ruta Martin Sabado;21915, AVEHUE MARIA LUCRECIA;;;2025-02-01T03:00:00.000Z;cada sabado;9;26987950;2235568157;8322768060;;21915;Ruta;1;21915;;
Ruta Martin Sabado;21925, BAR Y ALMACEN NARANJA;??/// http://maps.google.com/?q=-34.483787649279606,-55.633370876312256;;2025-02-01T03:00:00.000Z;CADA SABADO;10;26987950;2235568157;8322768873;;21925;Ruta;1;21925;;
Ruta Martin Sabado;80107,LA ESQUINA MIGUES;??/// http://maps.google.com/?q=-34.48876425580614,-55.62850769609212;;2025-02-01T03:00:00.000Z;CADA SABADO;11;26987950;2235568157;8322780291;;80107;Ruta;1;80107;;
Ruta Martin Sabado;80164,PROV.MARITA (1.5%dto );"????/// Marcador 68
2024/10/23 @ 09:56:18
http://maps.google.com/?q=-34.4950122,-55.5579191";;2025-02-01T03:00:00.000Z;CADA SABADO;12;26987950;2235568157;8322782499;;80164;Ruta;1;80164;;
Ruta Martin Sabado;80167,LOS GIRASOLES;????/// [Google Maps](https://www.google.com.uy/maps/place/Parque+Municipal+Montes/@-34.6484981,-55.9126345,11z/data=!4m10!1m2!2m1!1sPlaza+Montes,+Montes!3m6!1s0x95a009238f45e8a9:0xca7ddd90a2fe03a6!8m2!3d-34.4880938!4d-55.5507109!15sChRQbGF6YSBNb250ZXMsIE1vbnRlc1oVIhNwbGF6YSBtb250ZXMgbW9udGVzkgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOdE9IWk1NUzFCUlJBQuABAA!16s%2Fg%2F11n78zqvrv?entry=ttu);;2025-02-01T03:00:00.000Z;CADA SABADO;13;26987950;2235568157;8322817325;;80167;Ruta;1;80167;;
Ruta Martin Sabado;80179,PANADERIA FyO (1.5% dto);"??/// Marcador 74
2024/10/30 @ 11:17:43
http://maps.google.com/?q=-34.4884178,-55.6308318";;2025-02-01T03:00:00.000Z;CADA SABADO;14;26987950;2235568157;8322819879;;80179;Ruta;1;80179;;
Ruta Martin Sabado;80191,NAMASTE (3% dto);"??/// Marcador 67
2024/10/23 @ 09:54:35
http://maps.google.com/?q=-34.50207925267639,-55.5650744587183";;2025-02-01T03:00:00.000Z;CADA SABADO;15;26987950;2235568157;8322821313;;80191;Ruta;1;80191;;
